match_date,season,team1,team2,winner,rest_t1,rest_t2,rest_diff,t1_won
2023-04-17,2023,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,5,2,3,1
2023-04-18,2023,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,2,4,-2,1
2023-04-19,2023,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,4,3,1,1
2023-04-20,2023,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,4,5,-1,0
2023-04-20,2023,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,3,5,-2,1
2023-04-21,2023,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,3,4,-1,0
2023-04-22,2023,Punjab Kings,Mumbai Indians,Punjab Kings,2,4,-2,1
2023-04-22,2023,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,6,3,3,1
2023-04-23,2023,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2,3,-1,1
2023-04-23,2023,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,3,4,-1,1
2023-04-24,2023,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,4,3,1,1
2023-04-25,2023,Gujarat Titans,Mumbai Indians,Gujarat Titans,3,3,0,1
2023-04-26,2023,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,3,3,0,1
2023-04-27,2023,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,4,4,0,1
2023-04-28,2023,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,6,6,0,1
2023-04-29,2023,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,5,5,0,1
2023-04-29,2023,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,3,4,-1,0
2023-04-30,2023,Rajasthan Royals,Mumbai Indians,Mumbai Indians,3,5,-2,0
2023-04-30,2023,Chennai Super Kings,Punjab Kings,Punjab Kings,3,2,1,0
2023-05-01,2023,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,5,3,2,1
2023-05-02,2023,Delhi Capitals,Gujarat Titans,Delhi Capitals,3,3,0,1
2023-05-03,2023,Punjab Kings,Mumbai Indians,Mumbai Indians,3,3,0,0
2023-05-04,2023,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,5,5,0,1
2023-05-05,2023,Rajasthan Royals,Gujarat Titans,Gujarat Titans,5,3,2,0
2023-05-06,2023,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,3,6,-3,0
2023-05-06,2023,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,5,4,1,0
2023-05-07,2023,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,2,3,-1,0
2023-05-07,2023,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,2,6,-4,1
2023-05-08,2023,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,5,4,1,0
2023-05-09,2023,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,3,3,0,0
2023-05-10,2023,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,4,4,0,1
2023-05-11,2023,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,3,4,-1,0
2023-05-12,2023,Mumbai Indians,Gujarat Titans,Mumbai Indians,3,5,-2,1
2023-05-13,2023,Punjab Kings,Delhi Capitals,Punjab Kings,5,3,2,1
2023-05-13,2023,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,6,6,0,0
2023-05-14,2023,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,5,3,2,1
2023-05-14,2023,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,4,3,1,0
2023-05-15,2023,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,3,2,1,1
2023-05-16,2023,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,3,4,-1,1
2023-05-17,2023,Delhi Capitals,Punjab Kings,Delhi Capitals,4,4,0,1
2023-05-18,2023,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,3,4,-1,0
2023-05-19,2023,Punjab Kings,Rajasthan Royals,Rajasthan Royals,2,5,-3,0
2023-05-20,2023,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,4,6,-2,1
2023-05-20,2023,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,6,3,3,1
2023-05-21,2023,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,3,6,-3,0
2023-05-21,2023,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,3,5,-2,0
2023-05-23,2023,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,3,2,1,1
2023-05-24,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,3,4,-1,1
2023-05-26,2023,Gujarat Titans,Mumbai Indians,Gujarat Titans,3,2,1,1
2023-05-29,2023,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,3,6,-3,0
2024-03-25,2024,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,2,3,-1,0
2024-03-26,2024,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,4,2,2,1
2024-03-27,2024,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,4,3,1,1
2024-03-28,2024,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,4,5,-1,1
2024-03-29,2024,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,4,6,-2,0
2024-03-30,2024,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,6,5,1,1
2024-03-31,2024,Delhi Capitals,Chennai Super Kings,Delhi Capitals,3,5,-2,1
2024-03-31,2024,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,4,5,-1,0
2024-04-01,2024,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,5,4,1,0
2024-04-02,2024,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,3,4,-1,1
2024-04-03,2024,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,5,3,2,1
2024-04-04,2024,Gujarat Titans,Punjab Kings,Punjab Kings,4,5,-1,0
2024-04-05,2024,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,5,5,0,0
2024-04-06,2024,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,4,5,-1,0
2024-04-07,2024,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,5,3,2,1
2024-04-07,2024,Mumbai Indians,Delhi Capitals,Mumbai Indians,6,4,2,1
2024-04-08,2024,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,5,3,2,0
2024-04-09,2024,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,4,5,-1,1
2024-04-10,2024,Rajasthan Royals,Gujarat Titans,Gujarat Titans,4,3,1,0
2024-04-11,2024,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,5,4,1,0
2024-04-12,2024,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,5,5,0,0
2024-04-13,2024,Punjab Kings,Rajasthan Royals,Rajasthan Royals,4,3,1,0
2024-04-14,2024,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,2,6,-4,0
2024-04-14,2024,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,6,3,3,1
2024-04-15,2024,Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,6,4,2,1
2024-04-16,2024,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,2,3,-1,0
2024-04-17,2024,Gujarat Titans,Delhi Capitals,Delhi Capitals,7,5,2,0
2024-04-18,2024,Mumbai Indians,Punjab Kings,Mumbai Indians,4,5,-1,1
2024-04-19,2024,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,5,5,0,0
2024-04-20,2024,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,5,3,2,1
2024-04-21,2024,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,5,6,-1,1
2024-04-21,2024,Punjab Kings,Gujarat Titans,Gujarat Titans,3,4,-1,0
2024-04-22,2024,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,4,6,-2,0
2024-04-23,2024,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,4,4,0,0
2024-04-24,2024,Delhi Capitals,Gujarat Titans,Delhi Capitals,4,3,1,1
2024-04-25,2024,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,4,5,-1,1
2024-04-26,2024,Kolkata Knight Riders,Punjab Kings,Punjab Kings,5,5,0,0
2024-04-27,2024,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,4,5,-1,0
2024-04-27,2024,Delhi Capitals,Mumbai Indians,Delhi Capitals,3,5,-2,1
2024-04-28,2024,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,5,3,2,1
2024-04-28,2024,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,4,3,1,0
2024-04-29,2024,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,2,3,-1,0
2024-04-30,2024,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,3,3,0,0
2024-05-01,2024,Chennai Super Kings,Punjab Kings,Punjab Kings,3,5,-2,0
2024-05-02,2024,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,4,5,-1,1
2024-05-03,2024,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,4,3,1,1
2024-05-04,2024,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,6,6,0,0
2024-05-05,2024,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,2,5,-3,1
2024-05-05,2024,Chennai Super Kings,Punjab Kings,Chennai Super Kings,4,4,0,1
2024-05-06,2024,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,4,3,1,0
2024-05-07,2024,Delhi Capitals,Rajasthan Royals,Delhi Capitals,8,5,3,1
2024-05-08,2024,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,3,2,1,0
2024-05-09,2024,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,5,4,1,1
2024-05-10,2024,Gujarat Titans,Chennai Super Kings,Gujarat Titans,6,5,1,1
2024-05-11,2024,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,6,5,1,1
2024-05-12,2024,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,5,2,3,0
2024-05-12,2024,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,3,5,-2,1
2024-05-14,2024,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,2,6,-4,1
2024-05-15,2024,Rajasthan Royals,Punjab Kings,Punjab Kings,3,6,-3,0
2024-05-17,2024,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,3,6,-3,1
2024-05-18,2024,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,6,6,0,1
2024-05-19,2024,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,4,11,-7,0
2024-05-21,2024,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,2,10,-8,0
2024-05-22,2024,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,4,7,-3,0
2024-05-24,2024,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,3,2,1,1
2024-05-26,2024,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,2,5,-3,0
2025-03-26,2025,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,3,4,-1,0
2025-03-27,2025,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,4,3,1,0
2025-03-28,2025,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,6,5,1,1
2025-03-29,2025,Gujarat Titans,Mumbai Indians,Gujarat Titans,4,6,-2,1
2025-03-30,2025,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,3,6,-3,0
2025-03-30,2025,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,4,2,2,1
2025-03-31,2025,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,5,2,3,0
2025-04-01,2025,Lucknow Super Giants,Punjab Kings,Punjab Kings,5,7,-2,0
2025-04-02,2025,Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,5,4,1,0
2025-04-03,2025,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,3,4,-1,1
2025-04-04,2025,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,3,4,-1,1
2025-04-05,2025,Rajasthan Royals,Punjab Kings,Rajasthan Royals,6,4,2,1
2025-04-05,2025,Delhi Capitals,Chennai Super Kings,Delhi Capitals,6,6,0,1
2025-04-06,2025,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,3,4,-1,0
2025-04-07,2025,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,5,3,2,1
2025-04-08,2025,Punjab Kings,Chennai Super Kings,Punjab Kings,3,3,0,1
2025-04-08,2025,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,4,5,-1,1
2025-04-09,2025,Gujarat Titans,Rajasthan Royals,Gujarat Titans,3,4,-1,1
2025-04-10,2025,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,3,5,-2,0
2025-04-11,2025,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,3,3,0,0
2025-04-12,2025,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,3,4,-1,0
2025-04-12,2025,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,4,6,-2,0
2025-04-13,2025,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,4,3,1,0
2025-04-13,2025,Mumbai Indians,Delhi Capitals,Mumbai Indians,6,3,3,1
2025-04-14,2025,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,2,3,-1,0
2025-04-15,2025,Punjab Kings,Kolkata Knight Riders,Punjab Kings,3,4,-1,1
2025-04-17,2025,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,5,4,1,0
2025-04-18,2025,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,5,3,2,0
2025-04-19,2025,Delhi Capitals,Gujarat Titans,Gujarat Titans,6,7,-1,0
2025-04-19,2025,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,5,6,-1,1
2025-04-20,2025,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,2,2,0,0
2025-04-20,2025,Chennai Super Kings,Mumbai Indians,Mumbai Indians,6,3,3,0
2025-04-21,2025,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,2,6,-4,1
2025-04-22,2025,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,3,3,0,0
2025-04-23,2025,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,6,3,3,0
2025-04-24,2025,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,4,5,-1,1
2025-04-25,2025,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,5,2,3,0
2025-04-27,2025,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,4,5,-1,1
2025-04-27,2025,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,5,3,2,0
2025-04-28,2025,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,7,4,3,0
2025-04-29,2025,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,8,2,6,1
2025-04-30,2025,Chennai Super Kings,Punjab Kings,Punjab Kings,5,10,-5,0
2025-05-01,2025,Mumbai Indians,Rajasthan Royals,Mumbai Indians,4,3,1,1
2025-05-02,2025,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,4,7,-3,1
2025-05-03,2025,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,6,3,3,1
2025-05-04,2025,Punjab Kings,Lucknow Super Giants,Punjab Kings,4,7,-3,1
2025-05-04,2025,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,5,3,2,1
2025-05-06,2025,Mumbai Indians,Gujarat Titans,Gujarat Titans,5,4,1,0
2025-05-07,2025,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,3,4,-1,0
2025-05-18,2025,Delhi Capitals,Gujarat Titans,Gujarat Titans,19,12,7,0
2025-05-18,2025,Punjab Kings,Rajasthan Royals,Punjab Kings,14,14,0,1
2025-05-19,2025,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,15,17,-2,0
2025-05-20,2025,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,13,2,11,0
2025-05-21,2025,Mumbai Indians,Delhi Capitals,Mumbai Indians,15,3,12,1
2025-05-22,2025,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,3,4,-1,1
2025-05-23,2025,Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,4,20,-16,1
2025-05-24,2025,Punjab Kings,Delhi Capitals,Delhi Capitals,6,3,3,0
2025-05-25,2025,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,2,18,-16,1
2025-05-25,2025,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,5,3,2,1
2025-05-26,2025,Mumbai Indians,Punjab Kings,Punjab Kings,5,2,3,0
2025-05-27,2025,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,5,4,1,0
2025-05-29,2025,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,3,2,1,0
2025-05-30,2025,Mumbai Indians,Gujarat Titans,Mumbai Indians,4,5,-1,1
2025-06-01,2025,Mumbai Indians,Punjab Kings,Punjab Kings,2,3,-1,0
2025-06-03,2025,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,5,2,3,1
2026-04-02,2026,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,5,4,1,1
2026-04-03,2026,Chennai Super Kings,Punjab Kings,Punjab Kings,4,3,1,0
2026-04-04,2026,Mumbai Indians,Delhi Capitals,Delhi Capitals,6,3,3,0
2026-04-04,2026,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,5,4,1,1
2026-04-05,2026,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,8,2,6,1
2026-04-05,2026,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,3,4,-1,0
2026-04-07,2026,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,3,3,0,1
2026-04-08,2026,Gujarat Titans,Delhi Capitals,Gujarat Titans,4,4,0,1
2026-04-09,2026,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,7,4,3,0
2026-04-10,2026,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,5,3,2,0
2026-04-11,2026,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,6,3,3,1
2026-04-11,2026,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,6,8,-2,0
2026-04-12,2026,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,3,4,-1,0
2026-04-12,2026,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,2,5,-3,1
2026-04-13,2026,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,2,3,-1,1
2026-04-14,2026,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,3,5,-2,1
2026-04-15,2026,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,3,3,0,0
2026-04-16,2026,Mumbai Indians,Punjab Kings,Punjab Kings,4,5,-1,0
2026-04-17,2026,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,3,5,-2,0
2026-04-18,2026,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,3,7,-4,0
2026-04-18,2026,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,5,4,1,1
2026-04-19,2026,Punjab Kings,Lucknow Super Giants,Punjab Kings,3,4,-1,1
2026-04-19,2026,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,6,2,4,0
2026-04-20,2026,Mumbai Indians,Gujarat Titans,Mumbai Indians,4,3,1,1
2026-04-21,2026,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,3,3,0,1
2026-04-22,2026,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,3,3,0,1
2026-04-23,2026,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,5,3,2,1
2026-04-24,2026,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,4,6,-2,0
2026-04-25,2026,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,3,4,-1,0
2026-04-25,2026,Delhi Capitals,Punjab Kings,Punjab Kings,4,6,-2,0
2026-04-26,2026,Chennai Super Kings,Gujarat Titans,Gujarat Titans,3,2,1,0
2026-04-27,2026,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,2,3,-1,0
2026-04-28,2026,Punjab Kings,Rajasthan Royals,Rajasthan Royals,3,3,0,0
2026-04-29,2026,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,6,4,2,0
2026-04-30,2026,Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,3,4,-1,0
2026-05-01,2026,Rajasthan Royals,Delhi Capitals,Delhi Capitals,3,4,-1,0
2026-05-02,2026,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,3,6,-3,0
2026-05-03,2026,Punjab Kings,Gujarat Titans,Gujarat Titans,5,3,2,0
2026-05-03,2026,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,4,14,-10,0
2026-05-04,2026,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,12,2,10,0
2026-05-05,2026,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,4,3,1,0
2026-05-06,2026,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,3,3,0,1
